id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
dr.k.k.tripathi,Dr.K.K.Tripathi,Nirma University,"Associate Professor at the Institute of Technology, Nirma University, Ahmedabad, India","associate_professor_at_the_institute_of_technology,_nirma_university,_ahmedabad,_india",,10,10,0,603,Professor at Nirma University specializing in Renewable Energy Systems.,"Renewable Energy Systems, Power Electronics",Electrical Engineering,na
k_l_narsimhan,K L Narsimhan,Indian Institute of Technology Bombay,visiting Professor EE IIT Bombay,visiting_professor_ee_iit_bombay,,34,106,0,4464,Professor at Indian Institute of Technology Bombay specializing in Signal Processing.,"Signal Processing, Communication Systems",Electrical Engineering,iit
krishna_mohan_agarwal,Krishna Mohan Agarwal,IIT Delhi,"DNC Meerut, KNIT Sultanpur, IIT Delhi, AUUP Noida, KU Kurukshetra, IMI New Delhi","dnc_meerut,_knit_sultanpur,_iit_delhi,_auup_noida,_ku_kurukshetra,_imi_new_delhi",,13,16,0,607,Professor at IIT Delhi specializing in Fluid Mechanics.,"Fluid Mechanics, Heat Transfer",Other,na
"kunwar_p._singh,_ph.d.,_faeb,_fic","Kunwar P. Singh, Ph.D., FAEB, FIC",CSIR-Indian Institute of Toxicology Research,"Ex-Chief Scientist, CSIR-Indian Institute of Toxicology Research","ex-chief_scientist,_csir-indian_institute_of_toxicology_research",,71,385,0,29632,Professor at CSIR-Indian Institute of Toxicology Research specializing in Toxicology.,"Toxicology, Environmental Health",Medical Sciences,na
munish_chauhan,Munish Chauhan,University of Kansas Medical Center,"Hoglund Biomedical Imaging Center, University of Kansas Medical Center","hoglund_biomedical_imaging_center,_university_of_kansas_medical_center",,11,15,0,429,Professor at University of Kansas Medical Center specializing in Biomedical Imaging.,"Biomedical Imaging, Neuroimaging",Medical Sciences,na
jagadeesh_k_s,Jagadeesh K S,University of Agricultural Sciences Dharwad,"Professor of Microbiology, University of Agricultural sciences Dharwad","professor_of_microbiology,_university_of_agricultural_sciences_dharwad",,16,24,0,1063,Professor at University of Agricultural Sciences Dharwad specializing in Microbiology.,"Microbiology, Agricultural Sciences",Other,na
reddy_k_s,Reddy K S,Indian Institute of Technology Madras,"Professor, Department of Mechanical Engineering, IIT Madras","professor,_department_of_mechanical_engineering,_iit_madras",,56,166,0,11185,Professor at Indian Institute of Technology Madras specializing in Fluid Mechanics.,"Fluid Mechanics, Heat Transfer",Mechanical Engineering,iit
lalit_mohan_patnaik,Lalit Mohan Patnaik,NIAS (National Institute of Advanced Studies),"Adjunct Professor and NASI(National Academy of Sciences India)Senior Scientist, NIAS,Bangalore,India","adjunct_professor_and_nasi(national_academy_of_sciences_india)senior_scientist,_nias,bangalore,india",,42,204,0,16771,Professor at NIAS (National Institute of Advanced Studies) specializing in Evolutionary Algorithms.,"Evolutionary Algorithms, Artificial Intelligence",Computer Science,na
dr._ln_sharma,Dr. LN Sharma,Indian Institute of Technology Guwahati,Indian Institute of Technology Guwahati,indian_institute_of_technology_guwahati,,22,45,0,1924,Professor at Indian Institute of Technology Guwahati specializing in Signal Processing.,"Signal Processing, Biomedical Engineering",Medical Sciences,iit
mahendra_chandra_joshi,Mahendra Chandra Joshi,National Institute of Technology Rourkela,National Institute of Technology Rourkela,national_institute_of_technology_rourkela,,6,5,0,141,Professor at National Institute of Technology Rourkela specializing in Structural Engineering.,"Structural Engineering, Material Science",Civil Engineering,nit
varsha_tiwari,VARSHA TIWARI,IIT (ISM) Dhanbad,IIT (ISM) DHANBAD,iit_(ism)_dhanbad,,0,0,0,0,Professor at IIT (ISM) Dhanbad specializing in Environmental Engineering.,"Environmental Engineering, Water Resource Management",Business Management,na
manoj_k_agarwal,Manoj K Agarwal,Binghamton University,"Professor of Marketing, Director MS Data Analytics Program, Binghamton University, State University","professor_of_marketing,_director_ms_data_analytics_program,_binghamton_university,_state_university",,17,20,0,3284,Professor at Binghamton University specializing in Data Analytics.,"Data Analytics, Marketing Strategy",Business Management,na
mandeep_kumar_singh,Mandeep Kumar Singh,Amity University Gwalior,"Amity University Gwalior and Doctor Harisingh Gour University, CSIR-SRF","amity_university_gwalior_and_doctor_harisingh_gour_university,_csir-srf",,4,2,0,121,Professor at Amity University Gwalior specializing in Computer Science.,"Computer Science, Data Science",Computer Science,na
manoj_kumar_gupta,Manoj Kumar Gupta,Joslin Diabetes Center,"Joslin Diabetes Center, Harvard Medical School","joslin_diabetes_center,_harvard_medical_school",,68,412,0,23000,Professor at Joslin Diabetes Center specializing in Diabetes Research.,"Diabetes Research, Metabolic Disorders",Medical Sciences,na
dr._m.k._jha,Dr. M.K. Jha,Purdue University,Purdue University,purdue_university,,193,782,0,207269,Professor at Purdue University specializing in Transportation Engineering.,"Transportation Engineering, Infrastructure Systems",Civil Engineering,na
meetu_kaushik_tiwari,Meetu Kaushik Tiwari,University of California,Associate Research Scientist,associate_research_scientist,,10,10,0,670,Professor at University of California specializing in San Diego.,"San Diego, Neuroscience",Medical Sciences,na
manoj_kumar_mishra,Manoj Kumar Mishra,University of Calgary,University of Calgary,university_of_calgary,,30,41,0,3512,Professor at University of Calgary specializing in International Relations.,"International Relations, Security Studies",Other,na
manoj_kumar_mohanty,Manoj Kumar Mohanty,AIIMS Bhubaneswar,"AIIMS, Bhubaneswar","aiims,_bhubaneswar",,21,32,0,1694,Professor at AIIMS Bhubaneswar specializing in Neuroscience.,"Neuroscience, Neuropharmacology",Computer Science,na
manish_k._pandey,Manish K. Pandey,ICRISAT,"Principal Scientist- Genomics, Prebreeding & Bioinformatics, ICRISAT, India","principal_scientist-_genomics,_prebreeding_&_bioinformatics,_icrisat,_india",,63,172,0,12982,Professor at ICRISAT specializing in Genomics.,"Genomics, Bioinformatics",Computer Science,na
manish_kumar_singh,Manish Kumar Singh,Indian Institute of Technology (BHU) Varanasi,student,student,,66,448,0,21999,Professor at Indian Institute of Technology (BHU) Varanasi specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,iit
m_l_kansal,M L Kansal,Indian Institute of Technology Roorkee,"Professor (HAG) and Ex-NEEPCO Chair & Head, WRD&M, IIT Roorkee","professor_(hag)_and_ex-neepco_chair_&_head,_wrd&m,_iit_roorkee",,23,50,0,2877,Professor at Indian Institute of Technology Roorkee specializing in Water Resources Development & Management.,"Water Resources Development & Management, Hydropower Engineering",Business Management,iit
murari_lal_mittal,Murari Lal Mittal,Malaviya National Institute of Technology Jaipur,Malaviya National Institute of Technology Jaipur,malaviya_national_institute_of_technology_jaipur,,23,31,0,2770,Professor at Malaviya National Institute of Technology Jaipur specializing in Structural Engineering.,"Structural Engineering, Concrete Technology",Computer Science,nit
dr._m._l._munjal,Dr. M. L. Munjal,Indian Institute of Science,"Department of Mechanical Engineering, Indian Institute of Science","department_of_mechanical_engineering,_indian_institute_of_science",,39,109,0,8077,Professor at Indian Institute of Science specializing in Acoustics.,"Acoustics, Noise Control",Mechanical Engineering,na
dr.m.l._sharma,Dr.M.L. Sharma,University of Delhi,Professor,professor,,21,45,0,3870,Professor at University of Delhi specializing in Environmental Chemistry.,"Environmental Chemistry, Analytical Chemistry",Other,na
chaturvedi_m.m.,Chaturvedi m.m.,University of Delhi,"Former Senior Professor of Molecular Biology, Dept. of Zoology, university of Delhi, India","former_senior_professor_of_molecular_biology,_dept._of_zoology,_university_of_delhi,_india",,37,55,0,13576,Professor at University of Delhi specializing in Molecular Biology.,"Molecular Biology, Zoology",Other,na
madan_m._gupta,Madan M. Gupta,University of Saskatchewan,University of Saskatchewan,university_of_saskatchewan,,79,378,0,47944,Professor at University of Saskatchewan specializing in Fuzzy Systems.,"Fuzzy Systems, Neural Networks",Other,na
rajesh_pandey,Rajesh Pandey,MM Institute of Medical Sciences and Research,"Professor and Head, Department of Biochemistry, MM Institute of Medical Sciences and Research","professor_and_head,_department_of_biochemistry,_mm_institute_of_medical_sciences_and_research",,29,37,0,4830,Professor at MM Institute of Medical Sciences and Research specializing in Biochemistry.,"Biochemistry, Medical Research",Medical Sciences,na
bhaskar_das,Bhaskar Das,University of Minnesota,University of Minnesota,university_of_minnesota,,19,34,0,1721,Professor at University of Minnesota specializing in Marketing.,"Marketing, Consumer Behavior",Business Management,na
munishwar_nath_gupta,Munishwar Nath Gupta,Indian Institute of Technology Delhi,"Dept of Biochem. Engg & Biotechnology,IIT Delhi","dept_of_biochem._engg_&_biotechnology,iit_delhi",,63,272,0,16811,Professor at Indian Institute of Technology Delhi specializing in Biochemical Engineering.,"Biochemical Engineering, Biotechnology",Chemical Engineering,iit
jani_scandura,Jani Scandura,University of Minnesota,University of Minnesota,university_of_minnesota,,5,3,0,202,Professor at University of Minnesota specializing in Modernist Literature.,"Modernist Literature, Cultural Studies",Arts and Humanities,na
m.n.jha,M.N.Jha,Rajendra Agricultural University Pusa,Rajendra agricultural university pusa,rajendra_agricultural_university_pusa,,12,13,0,462,Professor at Rajendra Agricultural University Pusa specializing in Agricultural Sciences.,"Agricultural Sciences, Crop Improvement",Other,na
ajay_j_joshi,Ajay J Joshi,University of Minnesota,"University of Minnesota, Twin Cities","university_of_minnesota,_twin_cities",,11,12,0,1686,Professor at University of Minnesota specializing in Twin Cities.,"Twin Cities, Computer Architecture",Other,na
"md_nuruzzaman_khan,_phd","Md Nuruzzaman Khan, PhD",The University of Melbourne,"Melbourne School of Population and Global Health, The University of Melbourne, Australia","melbourne_school_of_population_and_global_health,_the_university_of_melbourne,_australia",,53,112,0,28921,Professor at The University of Melbourne specializing in Public Health.,"Public Health, Global Health",Medical Sciences,na
anant_mishra,Anant Mishra,University of Minnesota,"Andrew Van de Ven Professorship in Supply Chain and Operations, University of Minnesota","andrew_van_de_ven_professorship_in_supply_chain_and_operations,_university_of_minnesota",,17,23,0,1511,Professor at University of Minnesota specializing in Supply Chain Management.,"Supply Chain Management, Operations Management",Business Management,na
mohan_n._rathi,Mohan N. Rathi,The M S University of Baroda,"The M S University of Baroda, Vadodara","the_m_s_university_of_baroda,_vadodara",,11,11,0,484,Professor at The M S University of Baroda specializing in Organic Chemistry.,"Organic Chemistry, Polymer Chemistry",Other,na
"akhilesh_pandey,_m.d.,_ph.d.","Akhilesh Pandey, M.D., Ph.D.",Mayo Clinic,"Professor, Laboratory Medicine and Pathology, Mayo Clinic, Rochester, Minnesota","professor,_laboratory_medicine_and_pathology,_mayo_clinic,_rochester,_minnesota",,134,773,0,92009,Professor at Mayo Clinic specializing in Proteomics.,"Proteomics, Cancer Biology",Medical Sciences,na
akshay_rao,Akshay Rao,University of Minnesota,"Professor of Marketing, Carlson School of Management, University of Minnesota","professor_of_marketing,_carlson_school_of_management,_university_of_minnesota",,31,37,0,17122,Professor at University of Minnesota specializing in Consumer Behavior.,"Consumer Behavior, Pricing Strategies",Business Management,na
ananda_shastri,Ananda Shastri,Minnesota State University Moorhead,"Professor of Physics and Astronomy, Minnesota State University Moorhead","professor_of_physics_and_astronomy,_minnesota_state_university_moorhead",,22,28,0,2924,Professor at Minnesota State University Moorhead specializing in Astrophysics.,"Astrophysics, Cosmology",Physics,na
mayur_sharma,Mayur Sharma,University of Minnesota,"Assistant Professor, Neurosurgery, University of Minnesota","assistant_professor,_neurosurgery,_university_of_minnesota",,36,98,0,4005,Professor at University of Minnesota specializing in Neurosurgery.,"Neurosurgery, Brain Tumor Research",Computer Science,na
gatikrushna_singh,Gatikrushna Singh,University of Minnesota,University Minnesota,university_minnesota,,40,165,0,7809,Professor at University of Minnesota specializing in Neuroscience.,"Neuroscience, Cognitive Psychology",Medical Sciences,na
jaideep_srivastava,Jaideep Srivastava,University of Minnesota,"Professor, University of Minnesota","professor,_university_of_minnesota",,66,288,0,32489,Professor at University of Minnesota specializing in Data Mining.,"Data Mining, Social Media Analysis",Computer Science,na
ms_nagja_tripathi,Ms Nagja Tripathi,Nirma University,"Institute of Pharmacy, Nirma University","institute_of_pharmacy,_nirma_university",,4,3,0,134,Professor at Nirma University specializing in Pharmaceutical Sciences.,"Pharmaceutical Sciences, Drug Delivery Systems",Other,na
pragya_verma,Pragya Verma,University of Minnesota,University of Minnesota,university_of_minnesota,,22,33,0,3158,Professor at University of Minnesota specializing in Computational Chemistry.,"Computational Chemistry, Materials Science",Computer Science,na
dr._deepa_garg,Dr. DEEPA GARG,JNKVV RARS Sagar M.P.,JNKVV RARS Sagar M.P.,jnkvv_rars_sagar_m.p.,,5,4,0,241,Professor at JNKVV RARS Sagar M.P. specializing in Agricultural Sciences.,"Agricultural Sciences, Crop Improvement",Other,na
mahesh_p._gupta,Mahesh P. Gupta,University of Chicago,"Associate Professor and Director of Cardiothoracic Center Research Program, University of Chicago","associate_professor_and_director_of_cardiothoracic_center_research_program,_university_of_chicago",,71,295,0,23984,Professor at University of Chicago specializing in Cardiothoracic Surgery.,"Cardiothoracic Surgery, Cardiovascular Research",Medical Sciences,na
